genero,semana,fase,pool,local,data,time_mandante,time_visitante,placar_sets,set1,set2,set3,set4,set5,status,horario_local,fuso_horario,horario_brasilia,link
Masculino,Semana 2,Fase Preliminar,Pool 6 - Liubliana (SLO),Liubliana - Arena Stožice,24/06/2026,Eslovênia,Canadá,-,,,,,,Próximo Jogo,20:30,CEST (UTC+2),15:30,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Masculino,Semana 2,Fase Preliminar,Pool 6 - Liubliana (SLO),Liubliana - Arena Stožice,25/06/2026,Ucrânia,Itália,-,,,,,,Próximo Jogo,16:30,CEST (UTC+2),11:30,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Masculino,Semana 2,Fase Preliminar,Pool 6 - Liubliana (SLO),Liubliana - Arena Stožice,25/06/2026,Eslovênia,Bulgária,-,,,,,,Próximo Jogo,20:30,CEST (UTC+2),15:30,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Masculino,Semana 2,Fase Preliminar,Pool 6 - Liubliana (SLO),Liubliana - Arena Stožice,26/06/2026,Ucrânia,Canadá,-,,,,,,Próximo Jogo,16:30,CEST (UTC+2),11:30,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Masculino,Semana 2,Fase Preliminar,Pool 6 - Liubliana (SLO),Liubliana - Arena Stožice,26/06/2026,Brasil,Itália,-,,,,,,Próximo Jogo,20:00,CEST (UTC+2),15:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Masculino,Semana 2,Fase Preliminar,Pool 6 - Liubliana (SLO),Liubliana - Arena Stožice,27/06/2026,Bulgária,Canadá,-,,,,,,Próximo Jogo,16:30,CEST (UTC+2),11:30,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Masculino,Semana 2,Fase Preliminar,Pool 6 - Liubliana (SLO),Liubliana - Arena Stožice,27/06/2026,Eslovênia,Brasil,-,,,,,,Próximo Jogo,20:30,CEST (UTC+2),15:30,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Masculino,Semana 2,Fase Preliminar,Pool 6 - Liubliana (SLO),Liubliana - Arena Stožice,28/06/2026,Bulgária,Ucrânia,-,,,,,,Próximo Jogo,13:00,CEST (UTC+2),08:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Masculino,Semana 2,Fase Preliminar,Pool 6 - Liubliana (SLO),Liubliana - Arena Stožice,28/06/2026,Canadá,Brasil,-,,,,,,Próximo Jogo,16:30,CEST (UTC+2),11:30,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Masculino,Semana 2,Fase Preliminar,Pool 6 - Liubliana (SLO),Liubliana - Arena Stožice,28/06/2026,Eslovênia,Itália,-,,,,,,Próximo Jogo,20:30,CEST (UTC+2),15:30,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Masculino,Semana 3,Fase Preliminar,Pool 7 - Belgrado (SRB),Belgrado - Belgrade Arena,15/07/2026,Alemanha,Eslovênia,-,,,,,,Próximo Jogo,13:00,CEST (UTC+2),08:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Masculino,Semana 3,Fase Preliminar,Pool 7 - Belgrado (SRB),Belgrado - Belgrade Arena,15/07/2026,Ucrânia,Irã,-,,,,,,Próximo Jogo,16:30,CEST (UTC+2),11:30,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Masculino,Semana 3,Fase Preliminar,Pool 7 - Belgrado (SRB),Belgrado - Belgrade Arena,15/07/2026,Sérvia,Turquia,-,,,,,,Próximo Jogo,20:00,CEST (UTC+2),15:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Masculino,Semana 3,Fase Preliminar,Pool 7 - Belgrado (SRB),Belgrado - Belgrade Arena,16/07/2026,Irã,Alemanha,-,,,,,,Próximo Jogo,16:30,CEST (UTC+2),11:30,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Masculino,Semana 3,Fase Preliminar,Pool 7 - Belgrado (SRB),Belgrado - Belgrade Arena,16/07/2026,Sérvia,Ucrânia,-,,,,,,Próximo Jogo,20:00,CEST (UTC+2),15:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Masculino,Semana 3,Fase Preliminar,Pool 7 - Belgrado (SRB),Belgrado - Belgrade Arena,17/07/2026,Turquia,Ucrânia,-,,,,,,Próximo Jogo,16:30,CEST (UTC+2),11:30,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Masculino,Semana 3,Fase Preliminar,Pool 7 - Belgrado (SRB),Belgrado - Belgrade Arena,17/07/2026,Irã,Eslovênia,-,,,,,,Próximo Jogo,20:00,CEST (UTC+2),15:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Masculino,Semana 3,Fase Preliminar,Pool 7 - Belgrado (SRB),Belgrado - Belgrade Arena,18/07/2026,Turquia,Eslovênia,-,,,,,,Próximo Jogo,16:30,CEST (UTC+2),11:30,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Masculino,Semana 3,Fase Preliminar,Pool 7 - Belgrado (SRB),Belgrado - Belgrade Arena,18/07/2026,Sérvia,Alemanha,-,,,,,,Próximo Jogo,20:00,CEST (UTC+2),15:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Masculino,Semana 3,Fase Preliminar,Pool 7 - Belgrado (SRB),Belgrado - Belgrade Arena,19/07/2026,Turquia,Irã,-,,,,,,Próximo Jogo,13:00,CEST (UTC+2),08:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Masculino,Semana 3,Fase Preliminar,Pool 7 - Belgrado (SRB),Belgrado - Belgrade Arena,19/07/2026,Ucrânia,Alemanha,-,,,,,,Próximo Jogo,16:30,CEST (UTC+2),11:30,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Masculino,Semana 3,Fase Preliminar,Pool 7 - Belgrado (SRB),Belgrado - Belgrade Arena,19/07/2026,Sérvia,Eslovênia,-,,,,,,Próximo Jogo,20:00,CEST (UTC+2),15:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Masculino,Semana 3,Fase Preliminar,Pool 8 - Chicago (EUA),Chicago - Now Arena,15/07/2026,Bulgária,Polônia,-,,,,,,Próximo Jogo,12:00,CDT (UTC-5),14:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Masculino,Semana 3,Fase Preliminar,Pool 8 - Chicago (EUA),Chicago - Now Arena,15/07/2026,França,Brasil,-,,,,,,Próximo Jogo,16:00,CDT (UTC-5),18:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Masculino,Semana 3,Fase Preliminar,Pool 8 - Chicago (EUA),Chicago - Now Arena,15/07/2026,EUA,China,-,,,,,,Próximo Jogo,20:00,CDT (UTC-5),22:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Masculino,Semana 3,Fase Preliminar,Pool 8 - Chicago (EUA),Chicago - Now Arena,16/07/2026,China,França,-,,,,,,Próximo Jogo,16:00,CDT (UTC-5),18:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Masculino,Semana 3,Fase Preliminar,Pool 8 - Chicago (EUA),Chicago - Now Arena,16/07/2026,EUA,Brasil,-,,,,,,Próximo Jogo,20:00,CDT (UTC-5),22:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Masculino,Semana 3,Fase Preliminar,Pool 8 - Chicago (EUA),Chicago - Now Arena,17/07/2026,China,Bulgária,-,,,,,,Próximo Jogo,16:00,CDT (UTC-5),18:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Masculino,Semana 3,Fase Preliminar,Pool 8 - Chicago (EUA),Chicago - Now Arena,17/07/2026,Brasil,Polônia,-,,,,,,Próximo Jogo,20:00,CDT (UTC-5),22:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Masculino,Semana 3,Fase Preliminar,Pool 8 - Chicago (EUA),Chicago - Now Arena,18/07/2026,França,Polônia,-,,,,,,Próximo Jogo,16:00,CDT (UTC-5),18:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Masculino,Semana 3,Fase Preliminar,Pool 8 - Chicago (EUA),Chicago - Now Arena,18/07/2026,EUA,Bulgária,-,,,,,,Próximo Jogo,20:00,CDT (UTC-5),22:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Masculino,Semana 3,Fase Preliminar,Pool 8 - Chicago (EUA),Chicago - Now Arena,19/07/2026,China,Brasil,-,,,,,,Próximo Jogo,12:00,CDT (UTC-5),14:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Masculino,Semana 3,Fase Preliminar,Pool 8 - Chicago (EUA),Chicago - Now Arena,19/07/2026,Bulgária,França,-,,,,,,Próximo Jogo,16:00,CDT (UTC-5),18:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Masculino,Semana 3,Fase Preliminar,Pool 8 - Chicago (EUA),Chicago - Now Arena,19/07/2026,EUA,Polônia,-,,,,,,Próximo Jogo,20:00,CDT (UTC-5),22:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Masculino,Semana 3,Fase Preliminar,Pool 9 - Osaka (JPN),Osaka - Asue Arena Osaka,15/07/2026,Canadá,Argentina,-,,,,,,Próximo Jogo,12:00,JST (UTC+9),00:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Masculino,Semana 3,Fase Preliminar,Pool 9 - Osaka (JPN),Osaka - Asue Arena Osaka,15/07/2026,Bélgica,Cuba,-,,,,,,Próximo Jogo,15:30,JST (UTC+9),03:30,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Masculino,Semana 3,Fase Preliminar,Pool 9 - Osaka (JPN),Osaka - Asue Arena Osaka,15/07/2026,Japão,Itália,-,,,,,,Próximo Jogo,19:20,JST (UTC+9),07:20,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Masculino,Semana 3,Fase Preliminar,Pool 9 - Osaka (JPN),Osaka - Asue Arena Osaka,16/07/2026,Bélgica,Itália,-,,,,,,Próximo Jogo,15:30,JST (UTC+9),03:30,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Masculino,Semana 3,Fase Preliminar,Pool 9 - Osaka (JPN),Osaka - Asue Arena Osaka,16/07/2026,Japão,Canadá,-,,,,,,Próximo Jogo,19:20,JST (UTC+9),07:20,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Masculino,Semana 3,Fase Preliminar,Pool 9 - Osaka (JPN),Osaka - Asue Arena Osaka,17/07/2026,Cuba,Argentina,-,,,,,,Próximo Jogo,15:30,JST (UTC+9),03:30,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Masculino,Semana 3,Fase Preliminar,Pool 9 - Osaka (JPN),Osaka - Asue Arena Osaka,17/07/2026,Japão,Bélgica,-,,,,,,Próximo Jogo,19:20,JST (UTC+9),07:20,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Masculino,Semana 3,Fase Preliminar,Pool 9 - Osaka (JPN),Osaka - Asue Arena Osaka,18/07/2026,Canadá,Cuba,-,,,,,,Próximo Jogo,16:00,JST (UTC+9),04:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Masculino,Semana 3,Fase Preliminar,Pool 9 - Osaka (JPN),Osaka - Asue Arena Osaka,18/07/2026,Argentina,Itália,-,,,,,,Próximo Jogo,19:20,JST (UTC+9),07:20,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Masculino,Semana 3,Fase Preliminar,Pool 9 - Osaka (JPN),Osaka - Asue Arena Osaka,19/07/2026,Bélgica,Canadá,-,,,,,,Próximo Jogo,12:00,JST (UTC+9),00:00,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Masculino,Semana 3,Fase Preliminar,Pool 9 - Osaka (JPN),Osaka - Asue Arena Osaka,19/07/2026,Cuba,Itália,-,,,,,,Próximo Jogo,15:30,JST (UTC+9),03:30,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Masculino,Semana 3,Fase Preliminar,Pool 9 - Osaka (JPN),Osaka - Asue Arena Osaka,19/07/2026,Japão,Argentina,-,,,,,,Próximo Jogo,19:20,JST (UTC+9),07:20,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Masculino,Semana 4,Final (QF/SF/3º/Final),Final Round - Ningbo (CHN),Ningbo - Beilun Gymnasium,29/07/2026,QF1 (1º x 8º),TBD,-,,,,,,Próximo Jogo,,,,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Masculino,Semana 4,Final (QF/SF/3º/Final),Final Round - Ningbo (CHN),Ningbo - Beilun Gymnasium,29/07/2026,QF2 (2º x 7º),TBD,-,,,,,,Próximo Jogo,,,,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Masculino,Semana 4,Final (QF/SF/3º/Final),Final Round - Ningbo (CHN),Ningbo - Beilun Gymnasium,30/07/2026,QF3 (3º x 6º),TBD,-,,,,,,Próximo Jogo,,,,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Masculino,Semana 4,Final (QF/SF/3º/Final),Final Round - Ningbo (CHN),Ningbo - Beilun Gymnasium,30/07/2026,QF4 (4º x 5º),TBD,-,,,,,,Próximo Jogo,,,,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Masculino,Semana 4,Final (QF/SF/3º/Final),Final Round - Ningbo (CHN),Ningbo - Beilun Gymnasium,01/08/2026,SF1,TBD,-,,,,,,Próximo Jogo,,,,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Masculino,Semana 4,Final (QF/SF/3º/Final),Final Round - Ningbo (CHN),Ningbo - Beilun Gymnasium,01/08/2026,SF2,TBD,-,,,,,,Próximo Jogo,,,,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Masculino,Semana 4,Final (QF/SF/3º/Final),Final Round - Ningbo (CHN),Ningbo - Beilun Gymnasium,02/08/2026,Bronze,TBD,-,,,,,,Próximo Jogo,,,,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
Masculino,Semana 4,Final (QF/SF/3º/Final),Final Round - Ningbo (CHN),Ningbo - Beilun Gymnasium,02/08/2026,Final (Ouro),TBD,-,,,,,,Próximo Jogo,,,,https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/schedule/
